Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status
A874F83E95A94266C7D2856A7CBB42EE5AF2E01A_1508511994000,10/20/2017 08:06:00 PM +0000,Crash Service,"(30.272381,-97.753548)",30.272381,-97.753548,704 N Lamar Blvd,ARCHIVED
A8F3809C6DE28975C83009F6E2911B81F95E5B5A_1508515107000,10/20/2017 08:58:00 PM +0000,Traffic Hazard,"(30.417577,-97.699399)",30.417577,-97.699399,2300-2336 W Parmer Ln,ARCHIVED
AABC61851BC22BF2388AE4882DCAB21E13AFE173_1508530367000,10/21/2017 01:12:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.140604,-97.829452)",30.140604,-97.829452,903-blk W Fm 1626 Rd,ARCHIVED
AAC89C40628A35265F632940B678104349122A9F_1508552224000,10/21/2017 07:17:00 AM +0000,Crash Urgent,"(30.276862,-97.700329)",30.276862,-97.700329,E 12th St & Airport Blvd,ARCHIVED
AD5EFBFC94BA12B4C7A5DD1040E58407E4D5D2E6_1508484521000,10/20/2017 12:28:00 PM +0000,Crash Urgent,"(30.222778,-97.776584)",30.222778,-97.776584,Vinson Dr & W St Elmo Rd,ARCHIVED
AD896E3ECF46771003093F24B88CD72AF2225023_1508526573000,10/21/2017 12:09:00 AM +0000,Crash Urgent,"(30.235376,-97.859919)",30.235376,-97.859919,Patton Ranch Rd & W Us 290 Hwy,ARCHIVED
ADE84D35EA82609A734A4853F889B841F6866F8F_1508486206000,10/20/2017 12:56:00 PM +0000,Crash Service,"(30.409203,-97.681946)",30.409203,-97.681946,1310 W PARMER LN,ARCHIVED
AF2941A60E26A34C22AAC84A3165A175B835F1E3_1508534032000,10/21/2017 02:13:00 AM +0000,Crash Urgent,"(30.280132,-97.646086)",30.280132,-97.646086,7700 Fm 969 Rd,ARCHIVED
B124524C4B1ADE45D1DEECBCDEF614FADB3EC205_1508512697000,10/20/2017 08:18:00 PM +0000,zSTALLED VEHICLE,"(30.259096,-97.737210)",30.259096,-97.73721,E Cesar Chavez To N 35 Sb Ramp & N Ih 35 Sb,ARCHIVED
B20BE36DAF687AF80F8875D43801C204F36EDCA7_1508489933000,10/20/2017 01:58:00 PM +0000,Traffic Hazard,"(30.352651,-97.748408)",30.352651,-97.748408,7000 N Mopac Expy Nb,ARCHIVED
B5883DC5A6E6B2FF4594AA6CA86CF5739A5AB5E2_1508521075000,10/20/2017 10:37:00 PM +0000,Crash Urgent,"(30.203520,-97.639832)",30.20352,-97.639832,3175-3191 E Sh 71 Svrd Wb,ARCHIVED
B58FB752388A4F5F1BBC1AA2353785F4EF11DABD_1508494701000,10/20/2017 03:18:00 PM +0000,Crash Service,"(30.274603,-97.705757)",30.274603,-97.705757,1174 Pandora St,ARCHIVED
B9FE11A4DA3235058399366F1A69D136A757B592_1508503691000,10/20/2017 05:48:00 PM +0000,Crash Urgent,"(30.231079,-97.792072)",30.231079,-97.792072,4407 Pack Saddle Pass,ARCHIVED
BA2CD00665F024AF008CAF7BD89686F3E27A2563_1508496649000,10/20/2017 03:50:00 PM +0000,LOOSE LIVESTOCK,"(30.334035,-97.977772)",30.334035,-97.977772,15612-15641 Flint Rock Rd,ARCHIVED
BAB750C63A16012FE1E06FD51C0F4954FB54B098_1508511819000,10/20/2017 08:03:00 PM +0000,Crash Urgent,"(30.169219,-97.790606)",30.169219,-97.790606,8900 CULLEN LN,ARCHIVED
BAF253B20F891347A7F8122930309B27DB1E3835_1508519304000,10/20/2017 10:08:00 PM +0000,Crash Urgent,"(30.474692,-97.777543)",30.474692,-97.777543,0 N Sh 45 W Wb,ARCHIVED
BC12D83EAAE55AA090C7026F0DD3E2EBCCCD95CF_1508537858000,10/21/2017 03:17:00 AM +0000,Traffic Hazard,"(30.350159,-97.750000)",30.350159,-97.75,N Mopac Expy Svrd Sb & Far West To Mopac Sb Ramp,ARCHIVED
BC77B0705ECD0E9B1735332131C54C8EA571C491_1508494809000,10/20/2017 03:20:00 PM +0000,Traffic Hazard,"(30.408274,-97.716098)",30.408274,-97.716098,12000 N Mopac Expy Nb,ARCHIVED
BD8C106CC7D7649BEF42E9662D7E821A6A2961E8_1508503017000,10/20/2017 05:36:00 PM +0000,Traffic Hazard,"(30.236650,-97.791859)",30.23665,-97.791859,3800-4009 S Lamar Blvd Nb,ARCHIVED
BF106F603F5A1CA065CB9438FB4EAE247D89AEF3_1508519911000,10/20/2017 10:18:00 PM +0000,Crash Urgent,"(30.275621,-97.721294)",30.275621,-97.721294,Salina St & E 14th St,ARCHIVED
C1D262A03495880AB003DDE6D06A10E9E84013F5_1508521673000,10/20/2017 10:47:00 PM +0000,COLLISION,"(30.247454,-97.582999)",30.247454,-97.582999,Fm 969 Rd & Hunters Bend Rd,ARCHIVED
C30635FB61378918AC1A7C5FEB2A819A5A6BCFAC_1508519529000,10/20/2017 10:12:00 PM +0000,Crash Urgent,"(30.213834,-97.769618)",30.213834,-97.769618,4801 S Congress Ave,ARCHIVED
C525DC1CEE17F61A8E0F94B225FBE0DE97E7A499_1508491789000,10/20/2017 02:29:00 PM +0000,COLLISION/PRIVATE PROPERTY,"(30.119592,-97.663230)",30.119592,-97.66323,12101 Moore Rd,ARCHIVED
C60D81F35D8BE966FA0437E43F1FEFF777C6E121_1508516915000,10/20/2017 09:28:00 PM +0000,Traffic Hazard,"(30.276442,-97.818623)",30.276442,-97.818623,1331-1709 S Capital Of Texas Hwy Nb,ARCHIVED
C77BE4D776F1EB0B0653D3D825D5CEDB6950C1E9_1508538033000,10/21/2017 03:20:00 AM +0000,Crash Urgent,"(30.230846,-97.733366)",30.230846,-97.733366,2030 E Oltorf St,ARCHIVED
C815C1EA05A0C9CD15BAF385FB76353EFDE3E50C_1508496103000,10/20/2017 03:41:00 PM +0000,Crash Service,"(30.269024,-97.746260)",30.269024,-97.74626,W 6th St & Guadalupe St,ARCHIVED
CB197B480A07A794B94CA9D50661DB1FAD2E3873_1508478402000,10/20/2017 10:46:00 AM +0000,Crash Urgent,"(30.191989,-97.698371)",30.191989,-97.698371,Mc Kinney Falls Pkwy & Burleson Rd,ARCHIVED
CB337DEA7B4AE1A51F41A8388CBCD9457618799D_1508484969000,10/20/2017 12:36:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.506811,-97.912823)",30.506811,-97.912823,18300 Fm 1431 Rd,ARCHIVED
CB337DEA7B4AE1A51F41A8388CBCD9457618799D_1508547940000,10/21/2017 06:05:00 AM +0000,Traffic Hazard,"(30.253343,-97.679550)",30.253343,-97.67955,6600-6701 Bolm Rd,ARCHIVED
CCCFD063B99F899232D571D89D3F832308C0D0BC_1508520220000,10/20/2017 10:23:00 PM +0000,Traffic Hazard,"(30.320131,-97.755782)",30.320131,-97.755782,4500 N Mopac Expy Nb,ARCHIVED
CE5C9036ECFE0BDD8F6404EC25D96B1EE0CC28F4_1508503706000,10/20/2017 05:48:00 PM +0000,Traffic Impediment,"(30.234355,-97.793951)",30.234355,-97.793951,4211 S Lamar Blvd Svrd Nb,ARCHIVED
CF14339B64CCB0EBA37255992C8A09BE706FFF88_1508531322000,10/21/2017 01:28:00 AM +0000,Crash Urgent,"(30.397571,-97.736217)",30.397571,-97.736217,4030 W Braker Ln,ARCHIVED
CF68E0888FC08402C6E0ADE2DCA77AC9ACFE240E_1508497428000,10/20/2017 04:03:00 PM +0000,Traffic Impediment,"(30.261263,-97.736892)",30.261263,-97.736892,700-714 E Cesar Chavez St,ARCHIVED
CF7579954BA3792F6A40044C32F28FB62B10863F_1508513485000,10/20/2017 08:31:00 PM +0000,Crash Service,"(30.401020,-97.703830)",30.40102,-97.70383,11915 Stonehollow Dr,ARCHIVED
D20C6623E24CF210D24B32B8C04191C4013E18F0_1508540676000,10/21/2017 04:04:00 AM +0000,Traffic Impediment,"(30.355988,-97.730506)",30.355988,-97.730506,2300-2399 W Anderson Ln,ARCHIVED
D27B72F7FB3FF203AEA4226C41DFC711D55117EF_1508548267000,10/21/2017 06:11:00 AM +0000,Traffic Impediment,"(30.321169,-97.754683)",30.321169,-97.754683,2900-2903 W 45th St,ARCHIVED
D27C5A6872D7C57D29EF416866E2AA92EAE10018_1508514395000,10/20/2017 08:46:00 PM +0000,Traffic Hazard,"(30.408668,-97.715730)",30.408668,-97.71573,11602-12004 N Mopac Expy Sb,ARCHIVED
D3DC438A7A4A5CFF506D76386B7ABCDEBAEDA4F3_1508483551000,10/20/2017 12:12:00 PM +0000,Crash Urgent,"(30.226185,-97.769672)",30.226185,-97.769672,601 W Ben White Blvd Svrd Eb,ARCHIVED
D4209F4D46F6450565F5B3CDE5F1978861E6E0D4_1508491650000,10/20/2017 02:27:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.112287,-97.802910)",30.112287,-97.80291,4500-6036 S SH 45 E WB,ARCHIVED
D56081031C3BA10D08365E73AEB120B3E186291B_1508530416000,10/21/2017 01:13:00 AM +0000,Crash Urgent,"(30.229650,-97.760208)",30.22965,-97.760208,Woodward St & S Congress Ave,ARCHIVED
D584553119A41BDAF5910302B5C7771774ABCD4D_1508519818000,10/20/2017 10:16:00 PM +0000,LOOSE LIVESTOCK,"(30.319237,-97.577111)",30.319237,-97.577111,0 BLUE BLUFF TO N SH 130 SB RAMP,ARCHIVED
D721179A16863B3201466D1C17CACA0ECE45AD34_1508496219000,10/20/2017 03:43:00 PM +0000,Crash Urgent,"(30.430815,-97.701210)",30.430815,-97.70121,N Mopac Expy Svrd Sb & Scofield Ridge Pkwy,ARCHIVED
D91149F7FF51BE92003E0BDA07CFD0FC2B514AFF_1508505524000,10/20/2017 06:18:00 PM +0000,Traffic Hazard,"(30.424075,-97.671225)",30.424075,-97.671225,13515-13641 N IH 35 SVRD NB,ARCHIVED
D9B55863436F0FDA0DB648E8B219654141FC8270_1508486222000,10/20/2017 12:57:00 PM +0000,Traffic Hazard,"(30.324319,-97.707170)",30.324319,-97.70717,6322-6710 N IH 35 SVRD SB,ARCHIVED
D9D1492C96AD97F85C42C0A1B99E8CD57E8DCE2E_1508522879000,10/20/2017 11:07:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.439562,-97.671003)",30.439562,-97.671003,1637 W Wells Branch Pkwy,ARCHIVED
DB45CA749FC6FA5B75100CC6FA6BE03DE4B34A48_1508517944000,10/20/2017 09:45:00 PM +0000,COLLISION WITH INJURY,"(30.444391,-97.709916)",30.444391,-97.709916,4600-BLK W HOWARD LN,ARCHIVED
DC6034999593E7BA209A8125ACE188ECCB0790C4_1508485365000,10/20/2017 12:42:00 PM +0000,Traffic Hazard,"(30.193094,-97.778926)",30.193094,-97.778926,100-120 W William Cannon Dr,ARCHIVED
DD1E4AB55AAB789BC3D29E46540739AB435478B4_1508494663000,10/20/2017 03:17:00 PM +0000,COLLISION,"(30.144581,-97.808562)",30.144581,-97.808562,W FM 1626 RD & WAYNE RIDDELL LOOP,ARCHIVED
DD2DFA50DC8FECA1E5303A87B2C6A42DB3EBE102_1508509451000,10/20/2017 07:24:00 PM +0000,Crash Urgent,"(30.181490,-97.776393)",30.18149,-97.776393,7500 S Ih 35 Nb,ARCHIVED
DD84F0EE24CFD17BA4AC744AFAD8DE1687C2A400_1508487395000,10/20/2017 01:16:00 PM +0000,Traffic Hazard,"(30.399696,-97.745563)",30.399696,-97.745563,10609-10817 RESEARCH BLVD SVRD NB,ARCHIVED
87A04910C0404A196765C0E47D37DE16F64886BA_1508460990000,10/20/2017 05:56:00 AM +0000,Crash Urgent,"(30.282238,-97.743741)",30.282238,-97.743741,Nueces St & W Martin Luther King Jr Blvd,ARCHIVED
D1000DE2F9FFD4C0DB208515517681A7E26F07A2_1508467243000,10/20/2017 07:40:00 AM +0000,Crash Urgent,"(30.248028,-97.735759)",30.248028,-97.735759,S Ih 35 Svrd Sb & E Riverside Dr,ARCHIVED
00817818EDF48CDBA2229E617EBA386481A8A7C3_1508558898000,10/21/2017 09:08:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.252968,-97.531730)",30.252968,-97.53173,18012-18911 Fm 969 Rd,ARCHIVED
0103B8C397F0C92E47D9D803B50740B2C6B015C3_1508582178000,10/21/2017 03:36:00 PM +0000,Crash Urgent,"(30.384496,-97.684997)",30.384496,-97.684997,North Bend Dr & N Lamar Blvd,ARCHIVED
0200320AE3BC247E747EF93E3259BC29DDF53392_1508600007000,10/21/2017 08:33:00 PM +0000,Crash Service,"(30.272541,-97.753469)",30.272541,-97.753469,724 N LAMAR BLVD,ARCHIVED
055550DAD2FD7BB5AEE434F17CA74CA072982AC1_1508608733000,10/21/2017 10:58:00 PM +0000,Traffic Hazard,"(30.227784,-97.776906)",30.227784,-97.776906,1100 W Ben White Blvd Wb,ARCHIVED
05A5BB2081A861C7BAC6E2F3980CB63D644E17B3_1508591111000,10/21/2017 06:05:00 PM +0000,Traffic Hazard,"(30.328096,-97.584380)",30.328096,-97.58438,10500-11012 N SH 130 SB,ARCHIVED
07599DFEB405554B03E43A8096F0B42F7ED392B4_1508593488000,10/21/2017 06:44:00 PM +0000,Crash Urgent,"(30.416853,-97.705285)",30.416853,-97.705285,12151-12331 N Mopac Expy Nb,ARCHIVED
09579C1001A01217326658A67CF8329AB41EDB97_1508575088000,10/21/2017 01:38:00 PM +0000,Crash Urgent,"(30.447854,-97.790730)",30.447854,-97.79073,13450 N Us 183 Hwy Svrd Sb,ARCHIVED
0AD54E429B2B6238550F24701541130B978E4640_1508616928000,10/22/2017 01:15:00 AM +0000,Traffic Impediment,"(30.186682,-97.855035)",30.186682,-97.855035,W Slaughter Ln & Wolftrap Dr,ARCHIVED
0AE5E6B6663E3882CDE21F6F71DBA9BAF5AB9786_1508613986000,10/22/2017 12:26:00 AM +0000,Crash Service,"(30.298376,-97.717422)",30.298376,-97.717422,0 N Ih 35 Svrd Nb At 41st Trn,ARCHIVED
0C4E6389BA7066F691E6C5AAA754C167FBB870F8_1508556092000,10/21/2017 08:21:00 AM +0000,zSTALLED VEHICLE,"(30.321914,-97.689035)",30.321914,-97.689035,Berkman Dr & E Us 290 Hwy Svrd Wb,ARCHIVED
0CF950B5E4D2EBD7C978C76091DDCE6176845697_1508599082000,10/21/2017 08:18:00 PM +0000,Crash Service,"(30.237119,-97.686768)",30.237119,-97.686768,500-530 BASTROP HWY SB,ARCHIVED
0D0B359CF59B0F9E0BA32C31996184FD19B470F3_1508601115000,10/21/2017 08:51:00 PM +0000,COLLISION WITH INJURY,"(30.296084,-97.829490)",30.296084,-97.82949,6100-6325 FM 2244 RD,ARCHIVED
0D75912C14A0A73AF5662489570724A479927A8B_1508617843000,10/22/2017 01:30:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.141761,-97.841118)",30.141761,-97.841118,1502-1715 W Fm 1626 Rd,ARCHIVED
0F4ACCAC41206A76CA221881817C62559CEE4F00_1508590330000,10/21/2017 05:52:00 PM +0000,Traffic Hazard,"(30.247804,-97.804503)",30.247804,-97.804503,3500 S Mopac Expy Nb,ARCHIVED
0FB0A8A62CBE899F9C109E5CCF6D5F3B35E33F38_1508602723000,10/21/2017 09:18:00 PM +0000,Traffic Hazard,"(30.433489,-97.732499)",30.433489,-97.732499,12500-12519 Riata Vista Cir,ARCHIVED
133595604EEA1D1266E39CCBB49B582682FD4DB3_1508608758000,10/21/2017 10:59:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.275314,-97.914136)",30.275314,-97.914136,9400-10239 W Sh 71,ARCHIVED
158A66682DA61DF5F2115C2FC8C8328E6C837B05_1508615209000,10/22/2017 12:46:00 AM +0000,Crash Urgent,"(30.180841,-97.751611)",30.180841,-97.751611,4800 Avalon Ave,ARCHIVED
15E3D8B8D931C5F180D0AFDC51D9E661F172A299_1508639669000,10/22/2017 07:34:00 AM +0000,Crash Service,"(30.265757,-97.734611)",30.265757,-97.734611,724-729 E 6th St,ARCHIVED
16A39286EB1BC47CBCC280AE068124E5A9661ABC_1508627659000,10/22/2017 04:14:00 AM +0000,COLLISION,"(30.344812,-97.580253)",30.344812,-97.580253,WB 290 TO EB 290 AT PARMER TRN,ARCHIVED
17B990DA5A70AC723A5540ECFCB935530A5F7849_1508584390000,10/21/2017 04:13:00 PM +0000,Crash Service,"(30.237046,-97.767622)",30.237046,-97.767622,3001 S 5TH ST,ARCHIVED
187A54A78B2C4682D718DB28CAEC0C8BF43880D1_1508580619000,10/21/2017 03:10:00 PM +0000,Crash Urgent,"(30.328916,-97.739788)",30.328916,-97.739788,Houston St & Burnet Rd,ARCHIVED
18C103DF09F1053DC5221AA29DC2D0FE8B19ED6D_1508593244000,10/21/2017 06:40:00 PM +0000,Traffic Hazard,"(30.237439,-97.725638)",30.237439,-97.725638,2301 - 2511 E RIVERSIDE DR,ARCHIVED
1C2C7B023F9A24ABAD4830FCED57BA9CD67C25BF_1508634994000,10/22/2017 06:16:00 AM +0000,Traffic Hazard,"(30.376637,-97.733511)",30.376637,-97.733511,9100 Research Blvd Sb,ARCHIVED
1D4819FD179F9926C5063C1C33BC8A7D791FBC26_1508597809000,10/21/2017 07:56:00 PM +0000,COLLISN/ LVNG SCN,"(30.318287,-97.535363)",30.318287,-97.535363,11920 Briarcreek Loop,ARCHIVED
20D6E26EF15D546C65B5F63ED30A9DAD836B57D5_1508580346000,10/21/2017 03:05:00 PM +0000,COLLISION,"(30.246656,-97.521165)",30.246656,-97.521165,18420-blk FM 969 RD,ARCHIVED
229BE39E04F960E46D8A64CADC8B4534E6BFC364_1508605669000,10/21/2017 10:07:00 PM +0000,Crash Urgent,"(30.441687,-97.668116)",30.441687,-97.668116,15100 N Ih 35 Nb,ARCHIVED
23A63310B8E95A3702B44B2F22F3248DE1561E88_1508597165000,10/21/2017 07:46:00 PM +0000,Traffic Hazard,"(30.377222,-97.738611)",30.377222,-97.738611,Mopac Nb To Research Nb Ramp,ARCHIVED
23E24D90C6975B633F20329226281E642E52AB03_1508601564000,10/21/2017 08:59:00 PM +0000,Traffic Hazard,"(30.232501,-97.800643)",30.232501,-97.800643,4442-4445 West Gate Blvd,ARCHIVED
24558D69E07EDE276480AE38B27EBCC720E09407_1508587509000,10/21/2017 05:05:00 PM +0000,Crash Service,"(30.218373,-97.689948)",30.218373,-97.689948,7709 E Ben White Blvd Svrd Eb,ARCHIVED
260DCC7B5B2C83DE295DD43F7FBC75BC39F857B9_1508627438000,10/22/2017 04:10:00 AM +0000,Crash Urgent,"(30.344652,-97.580880)",30.344652,-97.58088,9601 E Parmer Ln,ARCHIVED
2679177AB72E21C72B67D96BEC06F5F0E2E70CD9_1508606679000,10/21/2017 10:24:00 PM +0000,LOOSE LIVESTOCK,"(30.134473,-97.612836)",30.134473,-97.612836,14700 JACOBSON RD,ARCHIVED
28658E19C983F1DBD02CD4E94FC3EBE9BBB4F46B_1508557507000,10/21/2017 08:45:00 AM +0000,COLLISION,"(30.274778,-97.731773)",30.274778,-97.731773,E 15th St & N Ih 35 Svrd Sb,ARCHIVED
28658E19C983F1DBD02CD4E94FC3EBE9BBB4F46B_1508632925000,10/22/2017 05:42:00 AM +0000,Crash Urgent,"(30.211633,-97.737378)",30.211633,-97.737378,4125 Todd Ln,ARCHIVED
28D45187F026D4FCF15333C3928B58087FA27B5B_1508619883000,10/22/2017 02:04:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.232337,-97.627584)",30.232337,-97.627584,826-1124 S Fm 973 Rd,ARCHIVED
2972171F9CF6653AA953426952B5FFD2535D14A3_1508564886000,10/21/2017 10:48:00 AM +0000,Traffic Hazard,"(30.203432,-97.863925)",30.203432,-97.863925,8900 S Mopac Expy Nb,ARCHIVED
29EA1EE6C8971D4AE9C0516A4CD4D561801E0861_1508585352000,10/21/2017 04:29:00 PM +0000,Traffic Hazard,"(30.227838,-97.778255)",30.227838,-97.778255,1200 W Ben White Blvd Wb,ARCHIVED
2ACF710CD7116949468BE24A27696D4DF1852B17_1508581405000,10/21/2017 03:23:00 PM +0000,Traffic Impediment,"(30.199393,-97.633826)",30.199393,-97.633826,3326-3498 E Sh 71 Svrd Eb,ARCHIVED
2B20BDAE587C1FC15528356AD615B84A7B3B29EF_1508589248000,10/21/2017 05:34:00 PM +0000,Traffic Hazard,"(30.333044,-97.703776)",30.333044,-97.703776,7200 N Ih 35 Nb,ARCHIVED
2E2F7B99FBABB51EC37D8F54B164F309B2A6FC36_1508596119000,10/21/2017 07:28:00 PM +0000,Crash Urgent,"(30.247911,-97.735187)",30.247911,-97.735187,1200-1215 E Riverside Dr,ARCHIVED
322D4D7214A6E86E667EFE2B0064225A8882B628_1508578962000,10/21/2017 02:42:00 PM +0000,COLLISION,"(30.161502,-97.606397)",30.161502,-97.606397,14000-14334 Pearce Ln,ARCHIVED
32F1273225AB705A7DEDED07409CFC5820F25345_1508589688000,10/21/2017 05:41:00 PM +0000,Crash Urgent,"(30.176112,-97.679353)",30.176112,-97.679353,8900-BLK BURLESON RD,ARCHIVED
3433C310742F1C73C2CD2622BFC3CFB7C6D25350_1508585289000,10/21/2017 04:28:00 PM +0000,Crash Urgent,"(30.193012,-97.778840)",30.193012,-97.77884,E William Cannon Dr & S Congress Ave,ARCHIVED
3618330405CD5B4442F29655D0FD0538A8AEBF83_1508558795000,10/21/2017 09:06:00 AM +0000,Traffic Impediment,"(30.269693,-97.692895)",30.269693,-97.692895,3600-3723 Munson St,ARCHIVED
36493DD0B6193D22B5B7E59C6D30E9137AA7009E_1508639253000,10/22/2017 07:27:00 AM +0000,Traffic Impediment,"(30.223401,-97.792337)",30.223401,-97.792337,4800-4899 Lansing Dr,ARCHIVED
39588FFE5F5B48E4A673AB2B19F166F480CC7EC8_1508613778000,10/22/2017 12:22:00 AM +0000,Crash Service,"(30.277307,-97.819241)",30.277307,-97.819241,1331-1709 S Capital Of Texas Hwy Nb,ARCHIVED
397D13D9AEE3CE3572A22022F4C50CF8553A668A_1508610572000,10/21/2017 11:29:00 PM +0000,Traffic Hazard,"(30.166129,-97.786794)",30.166129,-97.786794,9100 S Ih 35 Sb,ARCHIVED
3CD969896E49A6D3326ACF33F0C2D8CC38B0D06A_1508614241000,10/22/2017 12:30:00 AM +0000,Traffic Hazard,"(30.312872,-97.661916)",30.312872,-97.661916,Purple Sage Dr & Ed Bluestein Blvd Svrd Nb,ARCHIVED
3D79AEBB1482855E63A6A5B751BE6567AD178E63_1508589512000,10/21/2017 05:38:00 PM +0000,Crash Service,"(30.275644,-97.734835)",30.275644,-97.734835,1501 Red River St,ARCHIVED
3EF7538B0F216C80090141B725F27B3D0767A38C_1508621461000,10/22/2017 02:31:00 AM +0000,COLLISION,"(30.161255,-97.686836)",30.161255,-97.686836,8900-9931 Fm 812 Rd,ARCHIVED
4093CFD548B03413EC3DF400B350F3E87184E2D5_1508590701000,10/21/2017 05:58:00 PM +0000,Traffic Hazard,"(30.448891,-97.790028)",30.448891,-97.790028,Anderson Mill Rd & N Us 183 Hwy Svrd Nb,ARCHIVED
4167E68DD6FFF130712C9F803F7F7830B67E0815_1508559588000,10/21/2017 09:19:00 AM +0000,zSTALLED VEHICLE,"(30.362148,-97.717441)",30.362148,-97.717441,8600 Research Blvd Svrd Sb,ARCHIVED
416F8F6E105370E7B9D0FD983141F00B613477F8_1508605529000,10/21/2017 10:05:00 PM +0000,Crash Service,"(30.173179,-97.824001)",30.173179,-97.824001,9919 Manchaca Rd,ARCHIVED
474C2648302BEC1C0561BB62F769F3D4D8A1FB90_1508597376000,10/21/2017 07:49:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.390867,-97.885927)",30.390867,-97.885927,4801 - 5025 N FM 620 RD,ARCHIVED
4A7C9F93E2417187F814079E6C47A3271AAA7B93_1508612724000,10/22/2017 12:05:00 AM +0000,Crash Service,"(30.373710,-97.703970)",30.37371,-97.70397,1314 Mearns Meadow Blvd,ARCHIVED
4AEBA05C6C58D16F480A1930AC39E5B8311DE0E5_1508639540000,10/22/2017 07:32:00 AM +0000,COLLISION WITH INJURY,"(30.256997,-97.611818)",30.256997,-97.611818,Fm 969 Rd & N Fm 973 Rd,ARCHIVED
4D4163643B19F6E4AE350328277EE35F26CDB1D5_1508627245000,10/22/2017 04:07:00 AM +0000,Crash Service,"(30.219201,-97.755821)",30.219201,-97.755821,710 E Ben White Blvd Svrd Wb,ARCHIVED
4DA81066745689FC22FB717C0C6A7EDD96ED0FFB_1508578512000,10/21/2017 02:35:00 PM +0000,COLLISION,"(30.438559,-97.672417)",30.438559,-97.672417,1720-blk W Wells Branch Pkwy,ARCHIVED
4DD7E5DD0410798A96A8F2E380DFE07581D5174B_1508585722000,10/21/2017 04:35:00 PM +0000,Crash Service,"(30.412377,-97.691217)",30.412377,-97.691217,12430 Metric Blvd,ARCHIVED
4FE7A90DAAAA084605F6F37EEF527A50276887D2_1508625872000,10/22/2017 03:44:00 AM +0000,Crash Service,"(30.168676,-97.630110)",30.168676,-97.63011,12204-12339 Paloma Blanca Way,ARCHIVED
50D6C3C9E4B3DD713FB1ADF7871F510727A64004_1508615460000,10/22/2017 12:51:00 AM +0000,COLLISION,"(30.146140,-97.623429)",30.14614,-97.623429,Elroy Rd & Circuit Of The Americas Blvd,ARCHIVED
51B552D234204AD2EDE3F455EC58883EF62CE236_1508625303000,10/22/2017 03:35:00 AM +0000,Crash Service,"(30.366287,-97.731911)",30.366287,-97.731911,8313 Stillwood Ln,ARCHIVED
52E1D656CD2AE6967E9063CF3290C80502171AE5_1508586700000,10/21/2017 04:51:00 PM +0000,COLLISION,"(30.153953,-97.639737)",30.153953,-97.639737,ELROY RD & MC ANGUS RD,ARCHIVED
539E322A4F4CC65780CE1E183AD98299538EC22C_1508584815000,10/21/2017 04:20:00 PM +0000,Traffic Hazard,"(30.221340,-97.760783)",30.22134,-97.760783,200-344 E Ben White Blvd Wb,ARCHIVED
53B43ADA41A9083EFA9B04AD10970C2B494633F1_1508563392000,10/21/2017 10:23:00 AM +0000,Traffic Hazard,"(30.196829,-97.765214)",30.196829,-97.765214,5900-5999 S Ih 35 Nb,ARCHIVED
54A03C7134769A5EFB16D1C25C7E899D4C2FEB0C_1508634631000,10/22/2017 06:10:00 AM +0000,Crash Service,"(30.419438,-97.703784)",30.419438,-97.703784,12421 N MOPAC EXPY SVRD NB,ARCHIVED
54EA9BE9D0B2076FA355586C14CC03B84AD13C70_1508595512000,10/21/2017 07:18:00 PM +0000,Crash Service,"(30.393909,-97.745991)",30.393909,-97.745991,10107 Research Blvd Svrd Nb,ARCHIVED
54FCE74DDD33DC3F1AC11D17CD8076A90BAF1F5E_1508587211000,10/21/2017 05:00:00 PM +0000,Crash Urgent,"(30.254392,-97.716751)",30.254392,-97.716751,2500 E Cesar Chavez St,ARCHIVED
566EE6D19FEF04459D959B08349D6C07B3A309A2_1508603605000,10/21/2017 09:33:00 PM +0000,Crash Urgent,"(30.201368,-97.761526)",30.201368,-97.761526,5400 S Ih 35 Nb,ARCHIVED
5769CE46FF3C57AF8C91B587A2FAB87E4D92D4BC_1508631644000,10/22/2017 05:20:00 AM +0000,Traffic Hazard,"(30.232209,-97.801348)",30.232209,-97.801348,2400-2433 W Ben White Blvd Eb,ARCHIVED
5B02EEDFCDE9C5448007197D8E9B42AF80204E9B_1508577094000,10/21/2017 02:11:00 PM +0000,COLLISION WITH INJURY,"(30.481231,-97.556952)",30.481231,-97.556952,3400 ROWE LN,ARCHIVED
5B97F2CCB25ECA23648B004D2A87FE8158705549_1508580857000,10/21/2017 03:14:00 PM +0000,Crash Urgent,"(30.278976,-97.732193)",30.278976,-97.732193,1900 Red River St,ARCHIVED
5BBD5046C9B461CA6F1549F3F39C240A9C5702F9_1508601088000,10/21/2017 08:51:00 PM +0000,Crash Urgent,"(30.404785,-97.674943)",30.404785,-97.674943,12400 N Ih 35 Nb,ARCHIVED
