Camera ID,Camera Manufacturer,Turn on Date,ATD Location ID,Primary St Segment ID,Cross St Segment ID,Landmark,Signal Engineer Area,Council District,JURISDICTION,Location Type,Location Name,Primary Street,Cross Street,Modified Date,Primary Street Block,COA Intersection ID,Camera Status,CROSS_ST_AKA,Cross Street Block,PRIMARY_ST_AKA,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address
405,Spectra Enhanced,08/15/2017,LOC16-000320,2017316,2017262,,CENTRAL,"9,1",,ROADWAY,DEAN KEETON ST / MEDICAL ARTS ST,DEAN KEETON ST,MEDICAL ARTS ST,,818,5158913,TURNED_ON,,2900,,"(30.2883301, -97.7291336)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7291336,30.2883301,,http://162.89.4.145/CCTVImages/CCTV405.jpg
406,,,LOC16-000270,2017261,2017406,,CENTRAL,9,,ROADWAY,DEAN KEETON ST / SPEEDWAY,DEAN KEETON ST,SPEEDWAY,,100,5157794,DESIRED,,2400,,"(30.2894573, -97.7368088)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7368088,30.2894573,,http://162.89.4.145/CCTVImages/CCTV406.jpg
407,,,LOC16-000260,2017257,2017256,,CENTRAL,9,,ROADWAY,DEAN KEETON ST / WICHITA ST,DEAN KEETON ST,WICHITA ST,,100,5157607,DESIRED,,2600,,"(30.2895603, -97.7379913)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7379913,30.2895603,,http://162.89.4.145/CCTVImages/CCTV407.jpg
408,,,LOC16-000305,2017253,2017252,,CENTRAL,9,,ROADWAY,DEAN KEETON ST / UNIVERSITY AVE,DEAN KEETON ST,UNIVERSITY AVE,,200,5157439,DESIRED,,2600,,"(30.2896271, -97.7390747)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7390747,30.2896271,,http://162.89.4.145/CCTVImages/CCTV408.jpg
409,,,LOC16-000325,2017249,2017248,,CENTRAL,9,,ROADWAY,DEAN KEETON ST / WHITIS AVE,DEAN KEETON ST,WHITIS AVE,,300,5157276,DESIRED,,2600,,"(30.2897549, -97.7402496)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7402496,30.2897549,,http://162.89.4.145/CCTVImages/CCTV409.jpg
404,,,LOC16-000800,2018283,2041077,,NORTHEAST,"3,1",,ROADWAY,SPRINGDALE RD / OAK SPRINGS DR,SPRINGDALE RD,OAK SPRINGS DR,,1100,5163165,DESIRED,,3600,,"(30.2735615, -97.6904221)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.6904221,30.2735615,,http://162.89.4.145/CCTVImages/CCTV404.jpg
415,,06/27/2017,LOC16-003650,2006541,2006540,,NORTHEAST,7,,ROADWAY,PARMER LN / HARRIS RIDGE BLVD,PARMER LN,HARRIS RIDGE BLVD,,300,5165757,VOID,,12801,,"(30.4023132, -97.6573715)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.6573715,30.4023132,,http://162.89.4.145/CCTVImages/CCTV415.jpg
416,,,LOC16-003655,2006483,2036888,,NORTHEAST,7,,ROADWAY,PARMER LN / MC CALLEN PASS,PARMER LN,MC CALLEN PASS,,101,5165394,DESIRED,,12801,,"(30.4052601, -97.6639328)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.6639328,30.4052601,,http://162.89.4.145/CCTVImages/CCTV416.jpg
433,,,LOC16-000690,2019655,2019645,,SOUTHWEST,9,,ROADWAY,CONGRESS AVE / NELLIE ST,CONGRESS AVE,NELLIE ST,,1200,5156131,DESIRED,,101,,"(30.2522736, -97.7486496)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7486496,30.2522736,,http://162.89.4.145/CCTVImages/CCTV433.jpg
434,,,LOC16-000985,2023711,2023712,,SOUTHWEST,9,,ROADWAY,1ST ST / ANNIE ST,1ST ST,ANNIE ST,,1600,5155185,DESIRED,,601,,"(30.247448, -97.7558212)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7558212,30.247448,,http://162.89.4.145/CCTVImages/CCTV434.jpg
435,,,LOC16-000870,2022460,2022461,,SOUTHWEST,9,,ROADWAY,CONGRESS AVE / ANNIE ST,CONGRESS AVE,ANNIE ST,,1700,5155801,DESIRED,,101,,"(30.2460938, -97.7509689)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7509689,30.2460938,,http://162.89.4.145/CCTVImages/CCTV435.jpg
436,,,LOC16-000725,2023787,2023788,,SOUTHWEST,9,,ROADWAY,1ST ST / LIVE OAK ST,1ST ST,LIVE OAK ST,,2000,5154953,DESIRED,,601,,"(30.2444649, -97.7576752)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7576752,30.2444649,,http://162.89.4.145/CCTVImages/CCTV436.jpg
449,,,LOC16-000065,2011840,2011837,,NORTHEAST,4,,ROADWAY,AIRPORT BLVD / GUADALUPE ST,AIRPORT BLVD,GUADALUPE ST,,6800,5160128,DESIRED,,6800,,"(30.3339596, -97.7169266)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7169266,30.3339596,,http://162.89.4.145/CCTVImages/CCTV449.jpg
450,,,LOC16-000855,2015270,2045312,,NORTHEAST,4,,ROADWAY,AIRPORT BLVD / KOENIG LN SVRD,AIRPORT BLVD,KOENIG LN SVRD,,5701,5160656,DESIRED,,733,,"(30.31991, -97.7125473)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7125473,30.31991,,http://162.89.4.145/CCTVImages/CCTV450.jpg
451,,,LOC16-000850,2015632,2015604,,NORTHEAST,"4,9",,ROADWAY,AIRPORT BLVD / 53RD HALF ST,AIRPORT BLVD,53RD HALF ST,,5300,5160439,DESIRED,,800,,"(30.3150253, -97.7146301)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7146301,30.3150253,,http://162.89.4.145/CCTVImages/CCTV451.jpg
453,,,LOC16-000825,2017340,2017242,,NORTHEAST,"9,1",,ROADWAY,AIRPORT BLVD / 38TH HALF ST,AIRPORT BLVD,38TH HALF ST,,3801,5161289,DESIRED,,1814,,"(30.2891846, -97.7072449)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7072449,30.2891846,,http://162.89.4.145/CCTVImages/CCTV453.jpg
454,Spectra Enhanced,08/01/2017,LOC16-000820,2040929,2017441,,NORTHEAST,"9,1",,ROADWAY,AIRPORT BLVD / MANOR RD,AIRPORT BLVD,MANOR RD,,2241,5161390,TURNED_ON,,3000,,"(30.286293, -97.7063599)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7063599,30.286293,,http://162.89.4.145/CCTVImages/CCTV454.jpg
455,,,LOC16-000810,2018062,2018061,,NORTHEAST,1,,ROADWAY,AIRPORT BLVD / 12TH ST,AIRPORT BLVD,12TH ST,,1200,5162046,DESIRED,,3250,,"(30.2768612, -97.7003326)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7003326,30.2768612,,http://162.89.4.145/CCTVImages/CCTV455.jpg
456,Spectra Enhanced,06/07/2017,LOC16-000790,2019244,2019202,,NORTHEAST,3,,ROADWAY,AIRPORT BLVD / BOLM RD,AIRPORT BLVD,BOLM RD,,1000,5162808,TURNED_ON,,5000,,"(30.2600937, -97.6938629)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.6938629,30.2600937,,http://162.89.4.145/CCTVImages/CCTV456.jpg
458,,,LOC16-000045,2040437,2012280,,NORTHEAST,4,,ROADWAY,KOENIG LN / GUADALUPE ST,KOENIG LN,GUADALUPE ST,,600,5159393,DESIRED,,5510,,"(30.3235016, -97.7238312)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7238312,30.3235016,,http://162.89.4.145/CCTVImages/CCTV458.jpg
459,,,LOC16-000060,2011981,2011980,,NORTHWEST,7,,ROADWAY,KOENIG LN / WOODROW AVE,KOENIG LN,WOODROW AVE,,1400,5158454,DESIRED,,5900,,"(30.3308716, -97.7315903)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7315903,30.3308716,,http://162.89.4.145/CCTVImages/CCTV459.jpg
464,,,LOC16-000405,2011653,2040272,,NORTHWEST,7,,ROADWAY,BURNET RD / WHITE HORSE TRL,BURNET RD,WHITE HORSE TRL,,6314,5157237,DESIRED,,2101,,"(30.33848, -97.7392502)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7392502,30.33848,,http://162.89.4.145/CCTVImages/CCTV464.jpg
470,,,LOC16-002275,2036004,2037131,,NORTHWEST,7,,ROADWAY,BURNET RD / KRAMER LN,BURNET RD,KRAMER LN,,10800,5159550,DESIRED,,2625,,"(30.3952026, -97.7203979)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7203979,30.3952026,,http://162.89.4.145/CCTVImages/CCTV470.jpg
471,,,LOC16-002245,3321609,3555818,,NORTHWEST,7,,ROADWAY,BURNET RD / GAULT LN,BURNET RD,GAULT LN,,11700,5160013,DESIRED,,2901,,"(30.4049339, -97.7160492)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7160492,30.4049339,,http://162.89.4.145/CCTVImages/CCTV471.jpg
492,Spectra Enhanced,05/30/2017,LOC16-000865,2019520,2019546,,NORTHEAST,3,,ROADWAY,AIRPORT BLVD / LEVANDER LOOP,AIRPORT BLVD,LEVANDER LOOP,,750,5162956,TURNED_ON,,7400,,"(30.2537231, -97.692543)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.692543,30.2537231,,http://162.89.4.145/CCTVImages/CCTV492.jpg
494,Spectra Enhanced,06/15/2017,LOC16-000455,2010761,2010771,,NORTHWEST,7,,ROADWAY,BURNET RD / OHLEN RD,BURNET RD,OHLEN RD,,8300,5158652,TURNED_ON,,2301,,"(30.3629112, -97.7290573)",ONLINE,10/02/2017 09:12:00 PM +0000,-97.7290573,30.3629112,,http://162.89.4.145/CCTVImages/CCTV494.jpg
495,Spectra Enhanced,06/22/2017,LOC16-003650,2006541,2006540,,NORTHEAST,7,,ROADWAY,PARMER LN / HARRIS RIDGE BLVD,PARMER LN,HARRIS RIDGE BLVD,,300,5165757,TURNED_ON,,12801,,"(30.4023132, -97.6573715)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.6573715,30.4023132,,http://162.89.4.145/CCTVImages/CCTV495.jpg
515,Spectra Enhanced,06/29/2017,LOC16-000010,2019844,2019845,,NORTHEAST,"9,7",,ROADWAY,LAMAR BLVD / 51ST ST,LAMAR BLVD,51ST ST,,5000,5158588,TURNED_ON,,601,,"(30.3187695, -97.7308197)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7308197,30.3187695,,http://162.89.4.145/CCTVImages/CCTV515.jpg
526,Spectra Enhanced,08/15/2017,LOC16-000285,2016611,2016610,,CENTRAL,9,,ROADWAY,38TH ST / SPEEDWAY,38TH ST,SPEEDWAY,,100,5158290,TURNED_ON,,3800,,"(30.3005295, -97.733551)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.733551,30.3005295,,http://162.89.4.145/CCTVImages/CCTV526.jpg
527,Spectra Enhanced,08/16/2017,LOC16-001060,2017993,2017968,,CENTRAL,9,,ROADWAY,15TH ST / WEST AVE,15TH ST,WEST AVE,,700,5156240,TURNED_ON,,1500,,"(30.2791462, -97.7472839)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7472839,30.2791462,,http://162.89.4.145/CCTVImages/CCTV527.jpg
528,Spectra Enhanced,08/16/2017,LOC16-001085,2018067,2018066,,CENTRAL,"9,1",,ROADWAY,15TH ST / LAVACA ST,15TH ST,LAVACA ST,,300,5157084,TURNED_ON,,1500,,"(30.2776051, -97.7419281)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7419281,30.2776051,,http://162.89.4.145/CCTVImages/CCTV528.jpg
533,Spectra Enhanced,08/29/2017,LOC16-000290,2016717,2016716,,CENTRAL,9,,ROADWAY,38TH ST / DUVAL ST,38TH ST,DUVAL ST,,402,5158780,TURNED_ON,,3800,,"(30.298708, -97.7297745)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7297745,30.298708,,http://162.89.4.145/CCTVImages/CCTV533.jpg
41,Sarix,,LOC16-007020,2027618,5115743,,SOUTHEAST,2,,ROADWAY,FM 973 RD / 812 RD,FM 973 RD,FM 812 RD,,7320,5165411,TURNED_ON,,10000,,"(30.15286, -97.670519)",ONLINE,10/02/2017 08:47:00 PM +0000,-97.670519,30.15286,,http://162.89.4.145/CCTVImages/CCTV41.jpg
42,Sarix,,LOC16-006945,2015078,,EXPO CENTER DRIVEWAY,NORTHEAST,1,,ROADWAY,7000 BLK DECKER LN (EXPO CENTER DRIVEWAY),DECKER LN,,,7000,,TURNED_ON,,,EXPO CENTER DRIVEWAY,"(30.29682, -97.624578)",ONLINE,10/02/2017 08:47:00 PM +0000,-97.624578,30.29682,,http://162.89.4.145/CCTVImages/CCTV42.jpg
19,Spectra Enhanced,11/16/2016,LOC16-002300,2012539,2012537,,NORTHEAST,"7,4",,BUILDING,BRAKER LN / LAMAR BLVD,BRAKER LN,LAMAR BLVD,12/28/2016 04:19:00 PM +0000,700,5163282,TURNED_ON,,11300,,"(30.3819351, -97.6863708)",OFFLINE,07/20/2017 01:49:00 AM +0000,-97.6863708,30.3819351,,http://162.89.4.145/CCTVImages/CCTV19.jpg
520,Spectra Enhanced,07/25/2017,LOC16-000055,2012021,2012020,,NORTHWEST,7,,ROADWAY,KOENIG LN / GROVER AVE,KOENIG LN,GROVER AVE,,1200,5158705,TURNED_ON,,5900,,"(30.3298817, -97.7294846)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7294846,30.3298817,,http://162.89.4.145/CCTVImages/CCTV520.jpg
522,Spectra Enhanced,07/27/2017,LOC16-000955,2024858,2041810,,SOUTHWEST,5,,ROADWAY,MANCHACA RD / BERKELEY AVE,MANCHACA RD,BERKELEY AVE,,6374,5150004,TURNED_ON,,1901,,"(30.20858, -97.8048477)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.8048477,30.20858,,http://162.89.4.145/CCTVImages/CCTV522.jpg
531,Spectra Enhanced,08/24/2017,LOC16-000420,2011930,2011931,,NORTHWEST,7,,ROADWAY,BURNET RD / NORTHLAND DR,BURNET RD,NORTHLAND DR,,5700,5157143,TURNED_ON,,2101,,"(30.3324718, -97.7400665)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7400665,30.3324718,,http://162.89.4.145/CCTVImages/CCTV531.jpg
534,Spectra Enhanced,08/30/2017,LOC16-000890,2015195,2015220,,NORTHEAST,4,,ROADWAY,KOENIG LN / AVENUE F,KOENIG LN,AVENUE F,,200,5159980,TURNED_ON,,5600,,"(30.3219643, -97.7185745)",ONLINE,10/02/2017 09:13:00 PM +0000,-97.7185745,30.3219643,,http://162.89.4.145/CCTVImages/CCTV534.jpg
535,Spectra Enhanced,10/12/2017,LOC16-007255,3188493,2027656,,SOUTHEAST,,,ROADWAY,US 183 HWY / 812 RD,US 183 HWY,FM 812 RD,11/18/2016 09:28:00 PM +0000,6500,5163226,TURNED_ON,,8600,,"(30.1641817, -97.69317091)",OFFLINE,11/07/2017 09:31:00 AM +0000,-97.69317091,30.1641817,,http://162.89.4.145/CCTVImages/CCTV535.jpg
53,Sarix,,LOC16-006895,2018935,2018934,,CENTRAL,9,,ROADWAY,4TH ST / TRINITY ST,4TH ST,TRINITY ST,,300,5157405,TURNED_ON,,400,,"(30.265235, -97.739986)",OFFLINE,10/28/2017 08:30:00 AM +0000,-97.739986,30.265235,,http://162.89.4.145/CCTVImages/CCTV53.jpg
537,Advidia,10/13/2017,LOC17-011365,3505797,,COTA TOWER ADVIDIA,SOUTHEAST,2,,BUILDING,9143 BLK CIRCUIT OF THE AMERICAS BLVD (COTA TOWER ADVIDIA),CIRCUIT OF THE AMERICAS BLVD,,10/17/2017 01:19:00 PM +0000,9143,,TURNED_ON,,,,"(30.134247, -97.637593)",OFFLINE,10/28/2017 08:31:00 AM +0000,-97.637593,30.134247,,http://162.89.4.145/CCTVImages/CCTV537.jpg
31,Sarix,,LOC16-006990,2019329,2019344,OTC - NORTHWEST,SOUTHWEST,9,,ROADWAY,BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHWEST),BARTON SPRINGS RD,RIVERSIDE DR,,400,,TURNED_ON,,301,OTC - NORTHWEST,"(30.257478, -97.748989)",ONLINE,10/02/2017 08:47:00 PM +0000,-97.748989,30.257478,,http://162.89.4.145/CCTVImages/CCTV31.jpg
32,Sarix,,LOC16-006985,2019329,2019344,OTC - NORTHEAST,SOUTHWEST,9,,ROADWAY,BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHEAST),BARTON SPRINGS RD,RIVERSIDE DR,,400,,TURNED_ON,,301,OTC - NORTHEAST,"(30.257391, -97.749041)",OFFLINE,10/19/2017 08:23:00 PM +0000,-97.749041,30.257391,,http://162.89.4.145/CCTVImages/CCTV32.jpg
36,Sarix,,LOC16-007025,3283004,3359886,,SOUTHEAST,2,,ROADWAY,ELROY RD / HEINE FARM RD,ELROY RD,HEINE FARM RD,,7200,5167173,TURNED_ON,,7113,,"(30.153975, -97.639766)",OFFLINE,10/28/2017 08:30:00 AM +0000,-97.639766,30.153975,,http://162.89.4.145/CCTVImages/CCTV36.jpg
38,Sarix,,LOC16-006960,2021156,2021160,TOOMEY / JESSIE - BACK GATE,SOUTHWEST,5,,ROADWAY,TOOMEY RD / JESSIE ST (TOOMEY / JESSIE - BACK GATE),TOOMEY RD,JESSIE ST,,1300,,TURNED_ON,,301,TOOMEY / JESSIE - BACK GATE,"(30.263071, -97.75907)",ONLINE,10/02/2017 08:47:00 PM +0000,-97.75907,30.263071,,http://162.89.4.145/CCTVImages/CCTV38.jpg
280,Sarix,,LOC16-004380,2007483,2037770,North,NORTHWEST,6,,ROADWAY,FM 620 RD / BOULDER LN (North),FM 620 RD,BOULDER LN,,10443,5147160,TURNED_ON,,11700,,"(30.4434834, -97.8331299)",OFFLINE,10/29/2017 08:31:00 AM +0000,-97.8331299,30.4434834,,http://162.89.4.145/CCTVImages/CCTV280.jpg
509,Spectra Enhanced,09/24/2016,LOC16-002210,2012396,2012463,,NORTHWEST,10,,ROADWAY,STECK AVE / MOPAC EXPY SVRD,STECK AVE,MOPAC EXPY SVRD,,3451,5156695,TURNED_ON,,8200,,"(30.3679314, -97.7419205)",OFFLINE,10/28/2017 08:31:00 AM +0000,-97.7419205,30.3679314,,http://162.89.4.145/CCTVImages/CCTV509.jpg
169,Sarix,,LOC16-002155,2013439,2013452,,NORTHWEST,10,,ROADWAY,FM 2222 RD / NORTHLAND DR,FM 2222 RD,NORTHLAND DR,,3500,5154483,TURNED_ON,,3453,,"(30.3384666, -97.7589417)",ONLINE,11/04/2017 08:30:00 AM +0000,-97.7589417,30.3384666,,http://162.89.4.145/CCTVImages/CCTV169.jpg
171,Sarix,,LOC16-002195,2012406,2040090,,NORTHWEST,10,,ROADWAY,FAR WEST BLVD / MOPAC EXPY SVRD,FAR WEST BLVD,MOPAC EXPY SVRD,,3300,5155589,TURNED_ON,,6900,,"(30.3519115, -97.7496185)",ONLINE,11/04/2017 08:30:00 AM +0000,-97.7496185,30.3519115,,http://162.89.4.145/CCTVImages/CCTV171.jpg
297,Spectra Enhanced,05/12/2017,LOC16-005530,2013388,2013804,,NORTHWEST,10,,ROADWAY,FM 2222 RD / MOUNT BONNELL RD,FM 2222 RD,MOUNT BONNELL RD,,4600,5152094,TURNED_ON,,5600,,"(30.341, -97.779)",ONLINE,11/04/2017 08:31:00 AM +0000,-97.779,30.341,,http://162.89.4.145/CCTVImages/CCTV297.jpg
482,Spectra Enhanced,07/08/2017,LOC16-004600,2013379,2013377,,NORTHWEST,10,,ROADWAY,FM 2222 RD / MESA DR,FM 2222 RD,MESA DR,,4014,5153101,TURNED_ON,,5700,,"(30.3413143, -97.7696381)",ONLINE,11/04/2017 08:31:00 AM +0000,-97.7696381,30.3413143,,http://162.89.4.145/CCTVImages/CCTV482.jpg
483,Spectra Enhanced,07/06/2017,LOC16-004700,2013374,2013348,,NORTHWEST,10,,ROADWAY,FM 2222 RD / DRY CREEK DR,FM 2222 RD,DRY CREEK DR,,3600,5153910,TURNED_ON,,3801,,"(30.342556, -97.7629929)",ONLINE,11/04/2017 08:31:00 AM +0000,-97.7629929,30.342556,,http://162.89.4.145/CCTVImages/CCTV483.jpg
539,Sarix,11/03/2017,LOC16-001125,2044018,3426145,,CENTRAL,9,,ROADWAY,CESAR CHAVEZ ST / SANDRA MURAIDA WAY,CESAR CHAVEZ ST,SANDRA MURAIDA WAY,,910,5155155,TURNED_ON,,100,,"(30.2664337, -97.7555389)",ONLINE,11/04/2017 08:31:00 AM +0000,-97.7555389,30.2664337,,http://162.89.4.145/CCTVImages/CCTV539.jpg
43,Axis,10/02/2017,LOC16-006940,3505797,,COTA TOWER SOUTH,SOUTHEAST,2,,ROADWAY,9143 BLK CIRCUIT OF THE AMERICAS BLVD (COTA TOWER SOUTH),CIRCUIT OF THE AMERICAS BLVD,,10/17/2017 05:10:00 PM +0000,9143,,TURNED_ON,,,COTA TOWER SOUTH,"(30.133909, -97.637863)",OFFLINE,10/28/2017 08:30:00 AM +0000,-97.637863,30.133909,,http://162.89.4.145/CCTVImages/CCTV43.jpg
44,Axis,10/02/2017,LOC16-006935,3505797,,COTA TOWER NORTH,SOUTHEAST,2,,ROADWAY,9143 BLK CIRCUIT OF THE AMERICAS BLVD (COTA TOWER NORTH),CIRCUIT OF THE AMERICAS BLVD,,10/17/2017 07:23:00 PM +0000,9143,,TURNED_ON,,,COTA TOWER NORTH,"(30.134634, -97.638195)",OFFLINE,10/28/2017 08:30:00 AM +0000,-97.638195,30.134634,,http://162.89.4.145/CCTVImages/CCTV44.jpg
45,Sarix,09/27/2017,LOC16-006930,5057766,5057774,COTA SOUTH  GATE,SOUTHEAST,2,,ROADWAY,CIRCUIT OF THE AMERICAS BLVD / 812 RD (COTA SOUTH  GATE),CIRCUIT OF THE AMERICAS BLVD,FM 812 RD,,9514,5166789,TURNED_ON,,12510,COTA SOUTH  GATE,"(30.132037, -97.647147)",OFFLINE,10/28/2017 08:30:00 AM +0000,-97.647147,30.132037,,http://162.89.4.145/CCTVImages/CCTV45.jpg
46,Sarix,09/27/2017,LOC16-006925,5056226,3505789,COTA NORTH GATE,SOUTHEAST,2,,ROADWAY,CIRCUIT OF THE AMERICAS BLVD / ELROY RD (COTA NORTH GATE),CIRCUIT OF THE AMERICAS BLVD,ELROY RD,,7800,5168033,TURNED_ON,,7713,COTA NORTH GATE,"(30.146154, -97.623441)",OFFLINE,10/28/2017 08:30:00 AM +0000,-97.623441,30.146154,,http://162.89.4.145/CCTVImages/CCTV46.jpg
49,Sarix,,LOC16-006915,2039902,,BULL CREEK LOW WATER XING,NORTHWEST,10,,ROADWAY,6600 BLK LAKEWOOD DR (BULL CREEK LOW WATER XING),LAKEWOOD DR,,,6600,,TURNED_ON,,,BULL CREEK LOW WATER XING,"(30.366129, -97.787368)",OFFLINE,05/11/2017 05:00:00 AM +0000,-97.787368,30.366129,,http://162.89.4.145/CCTVImages/CCTV49.jpg
54,Sarix,,LOC16-006890,2021147,2021160,ATD TOOMEY PARKING LOT,SOUTHWEST,5,,ROADWAY,TOOMEY RD / JESSIE ST (ATD TOOMEY PARKING LOT),TOOMEY RD,JESSIE ST,,1500,,TURNED_ON,,301,TOOMEY PARKING LOT,"(30.263474, -97.758894)",ONLINE,10/02/2017 08:47:00 PM +0000,-97.758894,30.263474,,http://162.89.4.145/CCTVImages/CCTV54.jpg
328,,,LOC16-007235,3259899,3267689,,NORTHEAST,"4,1",,ROADWAY,ANDERSON LN SVRD / CAMERON RD,ANDERSON LN SVRD,CAMERON RD,11/09/2016 10:54:00 PM +0000,1400,5163480,DESIRED,,7800,US 183 WB SVRD,"(30.332819, -97.686158)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.686158,30.332819,,http://162.89.4.145/CCTVImages/CCTV328.jpg
386,,,LOC16-007155,2041026,,Hearn / UT Graduate Student Housing,CENTRAL,10,,ROADWAY,2500 BLK LAKE AUSTIN BLVD (Hearn / UT Graduate Student Housing),LAKE AUSTIN BLVD,,,2500,,DESIRED,,,,"(30.279402, -97.774177)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.774177,30.279402,,http://162.89.4.145/CCTVImages/CCTV386.jpg
437,,,LOC16-007175,2022540,2022557,St. Edwards,SOUTHWEST,9,,ROADWAY,CONGRESS AVE / LELAND ST (St. Edwards),CONGRESS AVE,LELAND ST,,2000,5155677,DESIRED,,100,,"(30.243446, -97.751915)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.751915,30.243446,,http://162.89.4.145/CCTVImages/CCTV437.jpg
439,,,LOC16-006045,2024193,2041581,,SOUTHWEST,3,,ROADWAY,CONGRESS AVE / ALPINE RD,CONGRESS AVE,ALPINE RD,,3600,,DESIRED,,100,,"(30.2271775, -97.7616501)",OFFLINE,05/15/2017 05:01:00 AM +0000,-97.7616501,30.2271775,,http://162.89.4.145/CCTVImages/CCTV439.jpg
538,Sarix,10/18/2017,LOC16-006885,2038109,2038107,,SOUTHEAST,2,,ROADWAY,SH 71 SVRD / PRESIDENTIAL BLVD,SH 71 SVRD,PRESIDENTIAL BLVD,,2432,5165986,TURNED_ON,CARDINAL LOOP,2501,,"(30.21267, -97.65884)",ONLINE,10/19/2017 08:24:00 PM +0000,-97.65884,30.21267,,http://162.89.4.145/CCTVImages/CCTV538.jpg
8,Spectra Enhanced,11/16/2016,LOC16-002050,2026206,3260668,,SOUTHWEST,5,,ROADWAY,WEST GATE BLVD / WILLIAM CANNON DR,WEST GATE BLVD,WILLIAM CANNON DR,,6900,5149106,TURNED_ON,,2700,,"(30.207201, -97.8153915)",ONLINE,10/02/2017 08:46:00 PM +0000,-97.8153915,30.207201,,http://162.89.4.145/CCTVImages/CCTV8.jpg
9,Spectra Enhanced,11/16/2016,LOC16-002065,2024216,2026506,,SOUTHWEST,8,,ROADWAY,ESCARPMENT BLVD / WILLIAM CANNON DR,ESCARPMENT BLVD,WILLIAM CANNON DR,,6900,5144930,TURNED_ON,,5901,,"(30.2299938, -97.8645477)",ONLINE,10/02/2017 08:46:00 PM +0000,-97.8645477,30.2299938,,http://162.89.4.145/CCTVImages/CCTV9.jpg
11,Spectra Enhanced,11/16/2016,LOC16-003355,2027029,3260172,,SOUTHWEST,8,,ROADWAY,ESCARPMENT BLVD / SLAUGHTER LN,ESCARPMENT BLVD,SLAUGHTER LN,,9300,5144234,TURNED_ON,,5800,,"(30.2005997, -97.8784256)",ONLINE,10/11/2017 05:12:00 PM +0000,-97.8784256,30.2005997,,http://162.89.4.145/CCTVImages/CCTV11.jpg
12,Spectra Enhanced,11/16/2016,LOC16-004705,2046381,3195185,,SOUTHEAST,2,,ROADWAY,ROSS RD / SAINT THOMAS DR,ROSS RD,SAINT THOMAS DR,,4500,5168394,TURNED_ON,,12818,,"(30.1783047, -97.6151962)",ONLINE,10/11/2017 05:12:00 PM +0000,-97.6151962,30.1783047,,http://162.89.4.145/CCTVImages/CCTV12.jpg
13,Spectra Enhanced,11/16/2016,LOC16-001845,2022581,2041425,,SOUTHWEST,3,,ROADWAY,RIVERSIDE DR / ROYAL CREST DR,RIVERSIDE DR,ROYAL CREST DR,,1818,5159157,TURNED_ON,,1401,,"(30.241785, -97.7282867)",ONLINE,10/02/2017 08:46:00 PM +0000,-97.7282867,30.241785,,http://162.89.4.145/CCTVImages/CCTV13.jpg
